brand_model,price,year,mileage,fuel_type,transmission,emission_standard,body_type,region,brand,model
Saab 9.3 cabrio,6950,200604.0,144500,2,0,4,4.0,11.0,,
Ford Kuga 2.5 phev ST-Line X 2wd 225cv cvt,28900,202103.0,64000,3,1,6,3.0,11.0,ford,kuga
Peugeot Partner Tepee OUTDOOR AUTOVETTURA,8700,201601.0,122000,1,0,6,1.0,11.0,peugeot,partner
Peugeot 308,10000,201602.0,101000,1,0,6,2.0,11.0,peugeot,308
BMW seria 1,3400,200802.0,260000,1,0,5,2.0,11.0,,
Citroen 2cv4 del '78 Restaurata,8990,197811.0,24000,2,0,0,4.0,11.0,,
Peugeot 2008 allure 130cv,14500,201910.0,59000,2,0,6,3.0,11.0,peugeot,2008
Tesla Model 3,37900,202308.0,64500,0,1,7,2.0,11.0,tesla,model 3
FIAT Punto Evo - 2010,6000,201007.0,49000,1,0,5,2.0,11.0,fiat,punto
MERCEDES-BENZ CLA Shooting Brake 200 d AMG Line Ad,42900,202405.0,8300,1,1,6,5.0,11.0,,
Hyundai i20 1.2 3p. Comfort,2700,201106.0,129000,2,0,5,2.0,11.0,hyundai,i20
MINI COOPER SD 2.0 170 CV catena nuova,15500,201503.0,167000,1,0,6,6.0,11.0,mini,cooper
FIAT TIPO 1.6 Mjt S&S SW Lounge station wagon,12900,201709.0,106000,1,0,6,5.0,11.0,fiat,tipo
Mercedes-benz GLC 300 GLC 300 de 4Matic EQ-Power C,40999,202201.0,119000,3,1,6,,11.0,,
Opel corsa 1.0 benzina,2400,200706.0,74000,2,0,4,0.0,11.0,opel,corsa
Fiat Grande Punto Grande Punto 1.2 5 porte Actual,2900,201006.0,139000,2,0,4,2.0,11.0,fiat,grande punto
Toyota rav 4,13600,201812.0,220000,1,0,6,3.0,11.0,,
VOLKSWAGEN Passat Variant 2.0 TDI SCR EVO DSG Bu,17800,202111.0,135462,1,2,6,5.0,11.0,volkswagen,passat
Hyundai i30n,8900,202403.0,30000,2,1,6,2.0,11.0,,
Fiat 500,6200,200810.0,140000,2,0,5,0.0,11.0,fiat,500
Fiat Panda 4per 4 Multijet con soli 75.000,7000,200903.0,75000,1,0,4,0.0,11.0,fiat,panda
Auto touran 2013,10500,201311.0,185000,1,1,5,1.0,11.0,,
JEEP Gr.Cherokee 1ª-2ªs. - 2002,7900,200203.0,296000,4,1,6,3.0,11.0,,
Bmw serie 1 118d msport f20,9500,201211.0,156000,1,0,5,,11.0,,
Audi A3 SPB 2.0 TDI S tronic Sport,13700,201706.0,176600,1,1,6,2.0,11.0,audi,a3
VOLKSWAGEN Golf 1.5 TGI DSG Life 130 CV,19900,202106.0,61542,5,2,6,2.0,11.0,volkswagen,golf
Fiat Panda 1.0 FireFly S&S Hybrid,8400,202201.0,94900,3,0,6,2.0,11.0,fiat,panda
Volkswagen Golf 2.0 TDI 170CV DPF DSG 5p. GTD,8900,201005.0,190000,1,1,5,2.0,11.0,volkswagen,golf
BMW X1 U11 - X1 sdrive18d X-Line Edition Signature,49900,202305.0,52004,1,1,6,3.0,11.0,bmw,x1
Grazie punto tjet,4950,200901.0,115550,2,0,5,0.0,11.0,,
MINI Mini Cooper A.E. - 2005,5000,200511.0,119091,2,0,4,0.0,11.0,mini,cooper
SKODA Fabia 1.0 TSI EVO 110 CV Ambition,16700,202308.0,13450,2,0,6,2.0,11.0,skoda,fabia
PEUGEOT 3008 Hybrid4 300 e-EAT8 GT,23500,202104.0,51482,3,1,6,3.0,11.0,peugeot,3008
Alfa Romeo MITO 1.3 mtj 85CV,5900,201501.0,150000,1,0,5,0.0,11.0,alfa,romeo mito
Toyota yaris,3500,200807.0,134000,2,0,4,0.0,11.0,toyota,yaris
Mini Mini 1.5 Cooper,19900,202107.0,63000,2,0,6,2.0,11.0,,
Mercededs slk 200,8500,200506.0,216000,2,0,4,4.0,11.0,,
MINI Mini Cabrio (R57) - 2011,13500,201105.0,116000,1,0,5,4.0,11.0,,
CITROEN C3 1ª serie - 2009,3000,200903.0,108000,1,0,4,0.0,11.0,citroen,c3
FIAT Doblo Cargo Maxi 1.4 T-Jet Nat. Power OFFIC,10000,201803.0,102517,5,0,6,1.0,11.0,fiat,doblo
Jeep Renegade 1.6 Mjt 130 CV Limited,22900,202105.0,37900,1,0,6,3.0,11.0,jeep,renegade
TOYOTA Yaris - 2019,14000,201901.0,17800,3,1,6,2.0,11.0,toyota,yaris
CITROEN c3 iii 2017 C3 1.2 puretech Max s&s 110cv,15083,202405.0,2753,2,0,6,2.0,11.0,citroen,c3
Nissan Qashqai 1.5 dCi N-Tec Start 115cv,16900,202101.0,70231,1,0,6,3.0,11.0,nissan,qashqai
Ford Focus,17900,202203.0,59889,1,0,6,2.0,11.0,ford,focus
Alfa Romeo Giulietta,4000,201103.0,257000,1,0,5,2.0,11.0,alfa,romeo giulietta
FIAT 500L 1.6 Multijet 105 CV Trekking,10500,201508.0,81439,1,0,5,1.0,11.0,fiat,500l
Toyota Yaris 1.6 Turbo 3 porte GR Yaris Circuit,33900,202110.0,67000,2,0,6,2.0,11.0,toyota,yaris
Nissan Ariya 87kWh Evolve,48900,202303.0,5312,0,1,7,3.0,11.0,nissan,ariya
Mini One D Clubman Mini 1.5 One D Business Clubman,9000,201705.0,200000,1,0,6,5.0,11.0,mini,one
Ford fiesta,600,200107.0,202000,2,0,4,0.0,11.0,ford,fiesta
AUDI A3 SPB 40 e-tron S tronic Admired 204 CV,20500,202002.0,63446,3,1,6,2.0,11.0,audi,a3
Fiat Tipo 1.4 5 porte Mirror,11900,201902.0,84975,2,0,6,2.0,11.0,fiat,tipo
Alfa Romeo Stelvio 2.2 Turbodiesel 160 CV AT8...,29990,202309.0,17897,1,1,6,3.0,11.0,alfa,romeo stelvio
Fist 600,1300,200006.0,150000,2,0,3,0.0,11.0,,
Audi Q2 2.0 TDI quattro S tronic,15900,201803.0,171398,1,1,6,5.0,11.0,audi,q2
FORD Kuga 2.5 Plug In Hybrid 225 CV CVT 2WD ST-L,23800,202308.0,11446,3,1,6,3.0,11.0,ford,kuga
MERCEDES GLA 250 ALLESTIMENTO AMG 4MATIC,18999,201712.0,130000,2,2,6,5.0,11.0,,
Fiat punto,2000,200601.0,160000,1,0,4,2.0,11.0,fiat,punto
Nissan Qashqai 1.5 dCi N-Connecta 115CV,16250,201906.0,111304,1,0,6,3.0,11.0,nissan,qashqai
Dacia Duster 1.5 dCi 110CV 4x2 Ambiance,3900,201103.0,251388,1,0,5,3.0,11.0,,
Skoda Octavia Wagon 1.0 TSI Executive,19250,202102.0,83243,2,0,6,5.0,11.0,skoda,octavia
Fiat 500 1.0 Hybrid 70 CV Sport,15000,202202.0,23000,3,0,6,2.0,11.0,fiat,500
"AUDI Q3 35 TFSI S tronic Advanced Navi,Led!",27900,201903.0,89000,2,1,6,3.0,11.0,audi,q3
Opel Grandland X 1.5 Ecotec 120 Anniversary s...,19250,201903.0,72305,1,0,6,3.0,11.0,opel,grandland x
Toyota Corolla 1.4 D4D 90cv Affidabile,3200,200612.0,247438,1,1,4,2.0,11.0,toyota,corolla
FIAT 500 1.0 Hybrid Dolcevita,14700,202402.0,22950,3,0,6,0.0,11.0,fiat,500
Renault Captur TCe 100 CV GPL FAP Zen UNICOPROPRIE,13500,202111.0,94423,4,0,6,3.0,11.0,renault,captur
Renault Captur 1.6 E-Tech Hybrid RS Line 145c...,18400,202110.0,41575,3,1,6,3.0,11.0,renault,captur
Fiat Tipo 1.6 Mjt S&S SW City Life,14900,202211.0,54000,1,0,6,5.0,11.0,fiat,tipo
FIAT 500L 1.4 95 CV S&S Cross,17500,202107.0,62000,2,0,6,1.0,11.0,fiat,500l
OPEL Meriva 1.3 CDTI Club,2500,200611.0,160000,1,0,4,1.0,11.0,opel,meriva
CITROEN C3 PureTech 83 S&S Plus,11950,202403.0,9735,2,0,6,2.0,11.0,citroen,c3
Alfa Romeo Stelvio 2.2 Turbodiesel 160 CV AT8 RWD,25990,202110.0,44981,1,1,6,3.0,11.0,alfa,romeo stelvio
Volkswagen Tiguan 1.5 TSI ACT Life,22500,202111.0,65000,2,0,6,5.0,11.0,volkswagen,tiguan
Fiat Punto Evo,2800,201106.0,149000,2,0,5,0.0,11.0,fiat,punto
Alfa Romeo Stelvio 2.2 Turbodiesel 160 CV AT8...,26990,202112.0,37284,1,1,6,3.0,11.0,alfa,romeo stelvio
Ford EcoSport 1.0 EcoBoost 125 CV Titanium,10200,201609.0,95000,2,0,6,5.0,11.0,ford,ecosport
TOYOTA RAV4 2.2 D-4D 136 CV DPF Luxury,5200,200706.0,173000,1,0,4,3.0,11.0,toyota,rav4
Audi Q2 SQ2 TFSI quattro S tronic PERFETTA,24890,202006.0,144000,2,1,6,5.0,11.0,audi,q2
Volkswagen Tiguan 2.0 TDI 184 CV 4MOTION DSG CityS,18500,201510.0,99510,1,2,6,5.0,11.0,volkswagen,tiguan
Mini John Cooper Works ORIGINALE,13900,201201.0,99000,2,0,5,,11.0,,
Volkswagen cross up! 1.0 75 CV 5p.,8500,201407.0,88968,2,0,5,2.0,11.0,,
Nissan Qashqai 1.3 MHEV Tekna 2wd 140cv,22900,202109.0,20045,3,0,6,3.0,11.0,nissan,qashqai
Fiat Panda 1.2 Lounge 5 POSTI NEOPATENTATI,6490,201308.0,120000,2,0,5,2.0,11.0,fiat,panda
KIA Niro 1.6 GDi HEV Energy DCT,13900,201805.0,61762,3,1,6,3.0,11.0,kia,niro
PEUGEOT 208 PureTech 100 S&S EAT8 5p. GT *PROMO*,17900,202305.0,28000,2,1,6,2.0,11.0,peugeot,208
DACIA Duster GPL 2032-LEGGI BENE,4900,201209.0,222000,4,0,5,3.0,11.0,,
Fiat barchetta naxos targa oro,16500,200106.0,56000,2,0,3,4.0,11.0,,
Dr 3.0 1.5 Bi-Fuel GPL-NEOPATENTATI-UNIPROPRIETARI,14900,202409.0,7000,4,0,6,3.0,11.0,,
Nissan Micra 1.2 12V 5 porte GPL Eco Acenta,8500,201702.0,32425,4,0,6,2.0,11.0,nissan,micra
Toyota aygo,10500,202104.0,72000,2,0,6,0.0,11.0,toyota,aygo
FORD Fiesta 1.0 Ecob. Hybrid 125 5p. ST-Line NO VI,15900,202301.0,44000,3,0,6,2.0,11.0,ford,fiesta
Fiat 500L 1.6 Multijet 120 CV Lounge,9300,201602.0,134000,1,0,6,1.0,11.0,fiat,500l
LANCIA Ypsilon 1.0 FireFly 5 porte S&S Hybrid Go,13500,202306.0,30000,3,0,6,2.0,11.0,lancia,ypsilon
Audi Q2 35 TFSI Business,26200,202212.0,20650,2,0,6,5.0,11.0,audi,q2
Volkswagen T-Roc 1.5 TSI ACT Advanced PERFETTA MAN,16490,201902.0,99000,2,0,6,5.0,11.0,volkswagen,t-roc
Porsche Cayman 2.9 PDK UFF ITA,30900,200905.0,134000,2,1,5,,11.0,porsche,cayman
SEAT Leon Sportstourer 2.0 TDI Style 115 CV,17500,202206.0,62167,1,0,6,5.0,11.0,seat,leon
Aygo Connect 1.0- 5p. x-play-km26241,11600,202008.0,26241,2,0,6,2.0,11.0,,
Audi TT Coupé 2.0 TFSI S LINE MANUALE,10900,200808.0,157000,2,0,4,,11.0,audi,tt
Lancia MUSA 1.4 Platino Ecochic GPL,3900,200906.0,160000,4,0,4,1.0,11.0,lancia,musa
Renault ZOE Zen R110 Flex,7900,202012.0,105000,0,1,7,2.0,11.0,renault,zoe
Opel Mokka 1.2 Turbo Edition,15900,202109.0,47300,2,0,6,3.0,11.0,opel,mokka
Renault Kadjar Blue dCi Sport Edition 115CV EDC,16900,202002.0,95076,1,1,6,3.0,11.0,renault,kadjar
Peugeot 208 5 Porte 208 1.2 puretech Allure Pack s,14770,202104.0,21674,2,0,6,2.0,11.0,peugeot,208
Mercedes-Benz SLC 180 Premium 09/2016,35900,201609.0,12900,2,0,6,4.0,11.0,,
LAND ROVER Defender - 1978,21000,197801.0,78000,1,0,0,5.0,11.0,land,rover defender
Lancia Ypsilon 1.2 69 CV 5 porte Gold,9200,201512.0,47000,2,0,6,2.0,11.0,lancia,ypsilon
Citroën C3 Aircross PureTech 110 S&S Max,20800,202402.0,20300,2,0,6,3.0,11.0,,
PEUGEOT 2008 BlueHDi 120 EAT6 S&S Allure NO VINCOL,12300,201911.0,117000,1,1,6,3.0,11.0,peugeot,2008
Audi A1 SPB 1.2 TFSI Ambition,7690,201301.0,147841,2,0,5,2.0,11.0,audi,a1
Opel Zafira Tourer 2.0 CDTi EcoFlex Start&Stop 130,4500,201305.0,356000,1,0,5,1.0,11.0,opel,zafira tourer
VOLVO XC90 2.0 b5 Momentum Pro awd 7p.ti geartroni,44500,202106.0,78240,3,1,6,3.0,11.0,volvo,xc90
Renault Clio 1.2 16V 5 porte GPL Dynamique,2990,201009.0,294496,4,0,4,2.0,11.0,renault,clio
Jeep Renegade 1.3 T4 190CV PHEV 4xe AT6 S iva dedu,17900,202207.0,91000,3,1,6,5.0,11.0,jeep,renegade
Kia Sorento IV 2021 1.6 t-gdi phev Evolution awd,31800,202102.0,92250,3,1,6,3.0,11.0,kia,sorento
Abarth 595 1.4 Turbo T-Jet 145 CV,18900,201709.0,67000,2,0,6,0.0,11.0,,
Renault Clio 1.0 tce Techno 90CV,14900,202303.0,27144,2,0,6,2.0,11.0,renault,clio
VOLKSWAGEN T-Roc 1.5 TSI DSG Advanced LED-AUTOMA,19900,202006.0,70000,2,1,6,3.0,11.0,volkswagen,t-roc
ALFA ROMEO Giulietta 1.4 Turbo 120 CV GPL *GPL*,13900,201808.0,64000,4,0,6,2.0,11.0,alfa,romeo giulietta
Volkswagen Tiguan 2.0tdi 140cv 4Motion,14900,201301.0,150000,1,0,5,3.0,11.0,volkswagen,tiguan
Nissan X-Trail 1.6 dci Acenta Premium 2wd,13900,201508.0,36001,1,0,5,3.0,11.0,nissan,x-trail
Renault Kadjar 1.5 blue dCi Business 115CV EDC,15900,201912.0,88979,1,1,6,3.0,11.0,renault,kadjar
MINI Countryman Mini 1.6 One D Business Countrym,8900,201412.0,158900,1,0,6,3.0,11.0,mini,countryman
PEUGEOT 308 2ª serie - 2016,8900,201609.0,150000,1,0,6,2.0,11.0,peugeot,308
FIAT PANDA 1.0 benzina/ibrida Blu Italia KM 0,14700,202402.0,1,3,0,6,2.0,11.0,fiat,panda
Opel corsa 1.2 benzina,2700,200711.0,129000,2,0,4,0.0,11.0,opel,corsa
CADILLAC CTS 3.6 V6 AWD aut. Sport Luxury,27000,201112.0,45000,2,1,5,2.0,11.0,cadillac,cts
SEAT Ibiza 3ª serie - 2006 neopatentati OK clima,1750,200606.0,236000,2,0,4,2.0,11.0,seat,ibiza
Fiat 600 1.1 del 99,2500,200102.0,81433,2,0,3,0.0,11.0,,
VOLKSWAGEN Golf Life 1.0 TSI 110 CV,16900,202210.0,80054,2,0,6,2.0,11.0,volkswagen,golf
Ford Focus 1.8 TDCi (100CV) cat SW Ambiente,990,200307.0,310000,1,0,3,5.0,11.0,ford,focus
Fiat Grande Punto Grande Punto 1.4 GPL 3 porte Act,1100,200909.0,321229,4,0,4,2.0,11.0,fiat,grande punto
FIAT Panda 1.2 4x4 Climbing,7500,201212.0,110000,2,0,5,2.0,11.0,fiat,panda
Mini one D,2100,200503.0,205000,1,0,3,0.0,11.0,mini,one
FORD Kuga II - 2.0 tdci Titanium 4wd 140cv,8950,201410.0,177846,1,0,5,3.0,11.0,ford,kuga
Citroen C4 Grand Picasso 2.0 HDi 138 FAP CMP6 Excl,3990,200811.0,189596,1,2,4,1.0,11.0,citroen,c4
VOLKSWAGEN Golf Golf 5p R32 3.2 VR6 4motion dsg,21200,200611.0,147229,2,1,5,2.0,11.0,volkswagen,golf
Nissan Qashqai 1.3 DIG-T Connecta 140CV,21900,202007.0,13363,2,0,6,3.0,11.0,nissan,qashqai
Peugeot 208 PureTech 100 Stop&Start 5 porte Allure,12000,202007.0,68054,2,0,6,2.0,11.0,peugeot,208
Fiat Grande Punto 1.2 benzina 3 porte S&S Actual,3900,201309.0,150000,2,0,5,2.0,11.0,fiat,grande punto
Mercedes Cla,15000,201511.0,161000,1,1,6,5.0,11.0,,
FIAT Panda Panda 1.0 firefly hybrid City Cross s,11900,202107.0,17400,3,0,6,2.0,11.0,fiat,panda
Hyundai i30 Wagon 1.0 T-GDI iMT 48V Prime,16999,202210.0,52000,3,0,6,5.0,11.0,hyundai,i30
Fiat Panda 1.2 Dynamic Natural Power,2990,200706.0,72838,5,0,4,6.0,11.0,fiat,panda
Bmw 330xd turbodiesel,2900,200205.0,459000,1,1,3,2.0,11.0,,
FIAT Bravo 1.4 16v 90cv Dynamic,3500,200803.0,165565,2,0,4,2.0,11.0,fiat,bravo
VOLKSWAGEN T-Roc 1.5 TSI ACT DSG Life 150 CV,23700,202301.0,56917,2,2,6,3.0,11.0,volkswagen,t-roc
FIAT Tipo - 2017 S-desing gpl 1.4 t jet 120cv,12000,201712.0,119000,4,0,6,2.0,11.0,fiat,tipo
VOLKSWAGEN Golf 1.4 TSI eHYBRID 204 CV DSG Style,22900,202203.0,45369,3,2,6,2.0,11.0,volkswagen,golf
Peugeot 308 RITIRO USATO//NOLEGGIO,8990,202001.0,99784,2,0,6,2.0,11.0,peugeot,308
Abarth 595 cv160 Pista Valutiamo usato//noleggio,14990,201911.0,59706,2,0,6,2.0,11.0,,
FIAT Croma (2005-2011) - 2007,2500,200707.0,192000,2,0,4,5.0,11.0,fiat,croma
PEUGEOT 5008 BlueHDi 130 S&S EAT8 Active Busines,23400,202106.0,75710,1,1,6,3.0,11.0,peugeot,5008
Fiat 500x,10500,201511.0,100000,1,0,5,2.0,11.0,fiat,500x
Fiat 500 C 1.0 Hybrid Dolcevita,14900,202109.0,26500,3,0,6,4.0,11.0,fiat,500
"VOLKSWAGEN Polo 1.2 TDI 5 p. Comfortline ""MOTORE",6300,201306.0,170000,1,0,5,2.0,11.0,volkswagen,polo
Hyundai Ioniq 1.6 Hybrid DCT Prime,17900,202104.0,81700,3,2,6,2.0,11.0,hyundai,ioniq
Kia Stonic 1.6 CRDi 110 CV Energy,10990,201901.0,170108,1,0,6,5.0,11.0,kia,stonic
Citroen C4 Picasso BlueHDi 120 S&S Live,10999,201709.0,145000,1,0,6,1.0,11.0,citroen,c4 picasso
Citroen c3 1.1 benzina GPL anno 2009 neopatentati,1900,200911.0,170000,4,0,4,0.0,11.0,citroen,c3
Seat Leon 1.6 TDI 115 CV ST FR,11900,202001.0,90000,1,0,6,5.0,11.0,seat,leon
Nissan Qashqai 1.3 DIG-T Acenta 140cv,15900,201905.0,27717,2,0,6,3.0,11.0,nissan,qashqai
Nissan Qashqai 1.3 Dig-T N-Connecta 160CV,20900,202001.0,30545,2,0,6,3.0,11.0,nissan,qashqai
AUDI RS Q3 Quattro S-tronic 400 CV,49800,202203.0,73759,2,2,6,3.0,11.0,audi,rs q3
Jeep renegade,14500,202103.0,136000,1,0,6,3.0,11.0,jeep,renegade
Aygo x 1.0 trend automatico,16000,202407.0,3800,2,1,6,0.0,11.0,,
Citroën e-C4 motore elettrico 136 CV Feel,18500,202011.0,23700,0,1,7,2.0,11.0,,
Nissan Juke 1.0 DIG-T Acenta 114cv,14900,202010.0,33334,2,0,6,3.0,11.0,nissan,juke
Renault Kadjar 1.5 Blue dCi Black Edition 115CV,19900,202009.0,55666,1,0,6,3.0,11.0,renault,kadjar
FIAT 500X 2.0 MJT 140 CV 4x4 Cross Plus TETTO AP,10800,201507.0,103000,1,0,6,3.0,11.0,fiat,500x
Fiat 16,5000,200810.0,212000,1,0,4,3.0,11.0,,
Citroen C3 Aircross C3 Aircross PureTech 110 S&S S,16900,202104.0,48009,2,0,6,5.0,11.0,citroen,c3 aircross
Fiat Idea 1.4 Benzina/GPL Dynamic EasyPower,4700,201208.0,193000,4,0,5,1.0,11.0,fiat,idea
Mercedes-Benz GLC 220 d 4Matic Exclusive,29500,201804.0,131000,1,1,6,3.0,11.0,,
Ford Fiesta 1.4 5 porte Bz.- GPL Black & White Edi,4990,201602.0,224628,4,0,6,2.0,11.0,ford,fiesta
TOYOTA C-HR 1.8 Hybrid E-CVT Trend NO VINCOLI,16300,201910.0,93000,3,1,6,3.0,11.0,toyota,c-hr
Peugeot 5008 BlueHDi 120 S&S GT Line 7 POSTI,13900,201803.0,178000,1,0,6,5.0,11.0,peugeot,5008
Toyota Yaris 1.5 Hybrid 5 porte Trend,17900,202106.0,28748,3,1,6,2.0,11.0,toyota,yaris
LANCIA Ypsilon 1.2 Oro OK NEOPATENTATI,3900,200911.0,172000,2,0,4,2.0,11.0,lancia,ypsilon
Jeep Renegade 2.0 Mjt 4WD Active Drive LOW Tr...,13900,201512.0,132096,1,1,6,3.0,11.0,jeep,renegade
Citroën Berlingo BlueHDi 130 Stop&Start EAT8 ...,24900,202001.0,54000,1,1,6,1.0,11.0,,
Volkswagen Golf GTI Golf GTI Performance 2.0 TSI 3,13490,201505.0,190000,2,1,6,2.0,11.0,volkswagen,golf
Jaguar XJ 3.0 SDV6 Premium Luxury 275 Cv,17800,201509.0,194000,1,1,5,2.0,11.0,jaguar,xj
Porsche 911 Carrera 4S Coupé,84500,200705.0,21000,2,0,4,,11.0,porsche,911
Bmw 120 d. ELETTA CABRIO,10500,201107.0,166000,1,0,5,4.0,11.0,,
Audi A1 2019,20000,201904.0,33000,2,0,6,2.0,11.0,audi,a1
Dr6.0 GPL,27500,202405.0,14200,3,1,6,3.0,11.0,,
Bmw X5 xDrive25d Experience,19900,201703.0,218200,1,1,6,5.0,11.0,bmw,x5
KIA Stonic 1.2 dpi Style s/Design Pack 84cv,13900,202201.0,31636,2,0,6,3.0,11.0,kia,stonic
Jaguar E-Pace 2.0D 150 CV AWD R-Dynamic iva deduci,27700,202101.0,51710,1,1,6,5.0,11.0,jaguar,e-pace
Ford Ranger 2.0 TDCi 170CV DoubleCab Limited 5 pos,31500,202104.0,41000,1,0,6,4.0,11.0,ford,ranger
Ford smax,3300,201505.0,229000,1,0,5,5.0,11.0,,
Daihatsu Terios 1.3i 16V cat 4WD SX,3500,200507.0,270000,2,0,3,5.0,11.0,daihatsu,terios
Nissan Juke 1.0 dig-t N-Connecta 117cv,14900,202103.0,43836,2,0,6,3.0,11.0,nissan,juke
smart #1 smart Pro+,28990,202312.0,14127,0,1,7,2.0,11.0,smart,#1
Hyundai i10,7700,201712.0,57000,2,0,6,0.0,11.0,hyundai,i10
Jeep Renegade 1.6 Mjt 120 CV Limited,10800,201505.0,159000,1,0,5,3.0,11.0,jeep,renegade
Hyundai Kona 1.6 HEV Xprime Techno Pack 2WD DCT,16900,202012.0,72692,3,1,6,3.0,11.0,hyundai,kona
Mazda 2 Mazda2 1.3 16V 86CV 5p. Sport Gen. '09,3990,200903.0,147728,2,0,4,2.0,11.0,mazda,2
Mini One D Countryman Mini 1.5 One D Business Coun,22900,202203.0,80000,1,2,6,5.0,11.0,mini,one
Lancia Ypsilon 1.2 69 CV 5 porte GPL Ecochic Gold,9600,201807.0,109000,4,0,6,2.0,11.0,lancia,ypsilon
SEAT Altea XL 1.6 TDI 105 CV CR DPF Style,5500,201307.0,210000,1,0,5,1.0,11.0,seat,altea xl
CUPRA Leon 1.4 e-HYBRID 245 CV DSG,27900,202012.0,74500,3,2,6,2.0,11.0,,
Fiat 500 1.0 Hybrid Sport,10000,202012.0,80000,3,0,6,2.0,11.0,fiat,500
Renault Clio 1.2 BENZINA e GPL 75 CV 5 PORTE 20th,3600,201101.0,213000,2,0,5,2.0,11.0,renault,clio
MERCEDES-BENZ C 240 cat Avantgarde PELLE-TETTO-A,3500,200009.0,280000,2,1,2,2.0,11.0,,
Peugeot 208 5p 1.2 puretech Allure gpl 82cv,9900,201804.0,74779,4,0,6,2.0,11.0,peugeot,208
Dacia Duster 1.0 TCe 100 CV ECO-G 4x2 Comfort,17900,202109.0,41000,4,0,6,3.0,11.0,,
Renault Kadjar 1.5 Blue dCi Business EDC 115CV,15900,202002.0,78025,1,1,6,3.0,11.0,renault,kadjar
Peugeot 2008 BlueHDi 100 S&S GT Line,18900,201909.0,51000,1,0,6,3.0,11.0,peugeot,2008
Nissan Navara 2.5 dCi 190CV 2 porte King Cab Sport,17500,201509.0,127000,1,0,5,3.0,11.0,nissan,navara
Land Rover RR Evoque 1nd SERIE 2.0 TD4 150 CV...,22900,201903.0,104182,1,1,6,3.0,11.0,,
NISSAN Note 1.4 16V Acenta,3990,200705.0,131000,2,0,4,1.0,11.0,nissan,note
SMART ForTwo 70 1.0 twinamic cabrio Passion,12900,201611.0,110000,2,2,6,4.0,11.0,smart,fortwo
AUDI A4 '17 Valutiamo usato/,18990,201711.0,97876,1,1,6,5.0,11.0,audi,a4
Audi Q3 2.0 TDI 150CV S tronic Business,30900,202103.0,61900,1,1,6,3.0,11.0,audi,q3
CLA 250 4X4 VALUTIAMO USATO/,17990,201405.0,107483,2,1,6,2.0,11.0,,
Fiat Punto Classic 1.2 5 porte Dynamic,2890,200804.0,182250,2,0,4,2.0,11.0,fiat,punto
FIAT Doblo Doblò 1.4 T-Jet Natural Power PC-TN C,7540,201610.0,73227,5,0,6,1.0,11.0,fiat,doblo
Fiat Panda 1.0 FireFly S&S Hybrid,11500,202205.0,13000,3,0,6,2.0,11.0,fiat,panda
Golf TDI 1600,11000,201603.0,113000,1,0,6,0.0,11.0,,
Ford Fiesta 1.5 TDCi 86CV 5 porte ST-Line,12500,201811.0,105000,1,0,6,2.0,11.0,ford,fiesta
Toyota Yaris 1.5h Style,11900,201806.0,48733,3,0,6,2.0,11.0,toyota,yaris
Toyota C-HR 2.0 Hybrid E-CVT Morebusiness CV 184,24990,202204.0,36000,3,1,6,2.0,11.0,toyota,c-hr
Fiat Panda 1.2 Lounge 69CV 5 posti,11900,202002.0,80000,2,0,6,2.0,11.0,fiat,panda
OPEL Meriva 1.3 CDTI 95CV ecoFLEX Elective,4500,201204.0,163676,1,0,5,1.0,11.0,opel,meriva
Alfa romeo 159 1.9 JTDm,2400,200812.0,160000,1,0,4,2.0,11.0,alfa,romeo 159
Mazda MX-5 2.0L Skyactiv-G RF Sport 2.0,31500,202104.0,32000,2,0,6,4.0,11.0,mazda,mx-5
Peugeot 207 1.4 HDi 70CV 5p. ONE Line,2800,200803.0,250000,1,0,4,2.0,11.0,peugeot,207
Macchina Peugeot 206 plus,3690,201009.0,95000,2,0,4,2.0,11.0,peugeot,206
Nissan Navara 2.3 dCi 4WD Double Cab Acenta,23800,201808.0,120000,1,0,6,4.0,11.0,nissan,navara
Nissan Juke 1.0 DIG-T N-Connecta 117cv DCT,19650,202007.0,41515,2,1,6,3.0,11.0,nissan,juke
Golf 6 TDI 3P. 140 cv highline Rline,9800,200908.0,138000,1,0,5,2.0,11.0,,
DS AUTOMOBILES DS 7 Crossback E-Tense 4x4 Grand,29900,202109.0,32000,3,1,6,3.0,11.0,,
ALFA ROMEO 4C Coupe - 4C Coupe 1750 tbi 240cv tct,74900,201706.0,34895,2,0,5,,11.0,alfa,romeo 4c
Mercedes-benz E 220 E 220 d Auto Sport,19400,201707.0,215000,1,1,6,2.0,11.0,,
Dacia Duster 1.6 SCe GPL 4x2 Prestige,12000,201908.0,80000,4,0,6,5.0,11.0,,
SKODA Karoq 2.0 TDI 150 CV SCR 4x4 DSG Executive,19700,201910.0,105628,1,1,6,3.0,11.0,skoda,karoq
Mercedes-benz A 180 AMG PREMIUM,19999,202010.0,170000,1,1,6,2.0,11.0,,
Mercedes-benz GLE 250 GLE 250 d 4Matic Premium Plu,25000,201802.0,230000,1,1,6,5.0,11.0,,
Mercedes-benz C 63 S.W. AMG Edition,35499,201512.0,106000,2,1,6,5.0,11.0,,
Fiat Sedici 1.6 16V 4x4 Dynamic,7900,201003.0,134256,2,0,5,3.0,11.0,fiat,sedici
