brand_model,price,year,mileage,fuel_type,transmission,emission_standard,body_type,region,brand,model
PEUGEOT 3008 PROMO FINANZIAMENTO BlueHDi 130 S&S,23500,202209.0,53403,1,1,6,3.0,9.0,peugeot,3008
AUDI Q5 3.0 V6 TDI 249CV Quattro S tronic S-LINE,9500,200906.0,270000,1,1,6,3.0,9.0,audi,q5
AUDI A4 4ª serie - 2008,4400,200809.0,287100,1,0,4,5.0,9.0,audi,a4
Audi a4 b8 avant quattro,9900,200907.0,220000,1,0,5,5.0,9.0,audi,a4
Audi RS6 by ABT,50000,201507.0,187000,2,1,6,5.0,9.0,audi,rs6
Toyota rav4 1' serie 1999 4x4,4800,199907.0,238000,4,0,2,3.0,9.0,toyota,rav4
BMW X4 xDrive 20d Msport 4x4 Trazione integrale,34500,201905.0,100000,1,1,6,3.0,9.0,bmw,x4
LAND ROVER Discovery Sport - 2017,14500,201711.0,132000,1,1,6,3.0,9.0,land rover,rover discovery sport
Suzuki Baleno II 2016 Benzina 1.2h B-Top,10210,201904.0,109910,3,0,6,2.0,9.0,suzuki,baleno
BMW X4 G02 2021 xdrive20d mhev 48V Msport auto,57696,202404.0,22309,3,1,6,3.0,9.0,bmw,x4
Lancia Ypsilon 1.2 benzina 2008,3500,200803.0,155000,2,0,4,0.0,9.0,lancia,ypsilon
Lexus Ux Midnight Hybrid 180cv 2021 Tagliandi Uff,20999,202101.0,54000,3,1,6,3.0,9.0,lexus,ux
FIAT 500 1.2 Benzina 69CV OK NEOPATENTATO,7500,200805.0,100000,2,0,4,0.0,9.0,fiat,500
Bmw X1 xDrive18d Advantage,22300,202011.0,124470,1,0,6,3.0,9.0,bmw,x1
Volkswagen Golf 1.6 TDI 90 CV 5p. Trendline BlueMo,9900,201511.0,185000,1,0,6,2.0,9.0,volkswagen,golf
SKODA Octavia WAGON 1.5 G-TEC 130 CV DSG EXECUTI,14500,202007.0,90000,5,1,6,5.0,9.0,skoda,octavia
FIAT 500 1.0 Hybrid Lounge - 2021,9900,202103.0,73000,3,0,6,0.0,9.0,fiat,500
FIAT Tipo (2015-->) - Tipo 1.3 Mjt S&S SW Business,12900,202009.0,118743,1,0,6,5.0,9.0,fiat,tipo
JEEP Renegade - 2021,17500,202101.0,71200,1,0,6,3.0,9.0,jeep,renegade
Volkswagen Polo 1.4 TDI 5p. Fresh BlueMotion Techn,7400,201411.0,151023,1,0,6,2.0,9.0,volkswagen,polo
Skoda octavia g-tec sw 1.5,23500,202103.0,65500,5,1,6,5.0,9.0,skoda,octavia
AUDI Q3 2ª serie - Q3 35 TFSI S tronic Business,27500,201907.0,62000,2,1,6,3.0,9.0,audi,q3
FIAT 500 1.2 Lounge,9900,201710.0,95670,2,0,6,0.0,9.0,fiat,500
Land Rover Range Rover Velar 2021 2.0d i4 mhe...,61150,202308.0,36173,3,1,6,3.0,9.0,land rover,rover range rover velar
Land Rover Defender 90 2.5 Td5 Station Wagon S,17900,200501.0,160000,1,0,3,5.0,9.0,land rover,rover defender
Fiat 500L 1.3 Multijet 85 CV Lounge,8900,201409.0,152500,1,0,5,1.0,9.0,fiat,500l
Fiat 500X mirror 1.3 multijet,11500,201806.0,130000,1,0,6,2.0,9.0,fiat,500x
LANCIA Ypsilon 3ª serie - Ypsilon 1.0 Fire U373736,14500,202205.0,42325,0,0,7,2.0,9.0,lancia,ypsilon
VOLKSWAGEN Golf 8ª serie - Golf 2.0 TDI DSG SCR Li,27900,202406.0,13222,1,1,6,2.0,9.0,volkswagen,golf
LANCIA Ypsilon 3ª serie - Ypsilon 1.2 69 CV 5 port,6900,201305.0,130000,2,0,5,2.0,9.0,lancia,ypsilon
SKODA Fabia 4ª serie - Fabia 1.0 MPI EVO 80 CV Sel,16500,202403.0,14129,2,0,6,2.0,9.0,skoda,fabia
Mazda CX-30 Benzina 2.0 m-hybrid Homura 2wd 1...,26100,202302.0,32000,3,1,6,3.0,9.0,mazda,cx-30
PORSCHE Macan - 2.0,52900,201905.0,131091,2,1,6,3.0,9.0,porsche,macan
PEUGEOT 3008 2ª serie - 3008 PureTech Turbo 130 S&,12900,201702.0,129680,2,0,6,3.0,9.0,peugeot,3008
SKODA Kamiq - Kamiq 1.0 TSI 115 CV DSG Style,25900,202409.0,6939,2,1,6,3.0,9.0,skoda,kamiq
FIAT 500X - 500X 1.0 T3 120 CV Sport,16500,202103.0,40000,2,0,6,3.0,9.0,fiat,500x
Fiat Panda 1.2 benzina GPL 4x4 Neopatent 2012,7900,201209.0,127000,4,0,5,2.0,9.0,fiat,panda
Alfa Romeo Giulia 2.2 TD 210Cv Veloce,18000,201705.0,245000,1,2,6,2.0,9.0,alfa romeo,romeo giulia
Ford S-Max 2.0 163cv,4900,201011.0,236000,1,0,5,1.0,9.0,ford,s-max
VOLKSWAGEN Polo 6ª serie - Polo 1.0 TSI Style,21500,202405.0,17089,2,0,6,2.0,9.0,volkswagen,polo
VOLKSWAGEN Golf 5ª serie - 2005,4999,200511.0,212000,1,0,4,0.0,9.0,volkswagen,golf
Opel Crossland automatica,11700,201912.0,91000,1,1,6,3.0,9.0,opel,crossland
LANCIA Ypsilon 3ª serie - Ypsilon 1.0 Fire U373736,14500,202205.0,42325,0,0,7,2.0,9.0,lancia,ypsilon
VOLKSWAGEN Tiguan 3ª serie - Tiguan 2.0 TDI 150 CV,38900,202404.0,5109,1,1,6,3.0,9.0,volkswagen,tiguan
Mini one,4000,200902.0,180000,2,0,4,0.0,9.0,mini,one
Audi A4 allroad A4 allroad 2.0 TDI 177 CV Advanced,12800,201303.0,219500,1,0,5,5.0,9.0,audi,a4
Volkswagen T-Roc 1.0 TSI STYLE,23950,202302.0,20600,2,0,6,3.0,9.0,volkswagen,t-roc
FIAT 500L - 500L 1.3 Multijet 95 CV Cross U362290,16900,202108.0,59627,1,0,6,2.0,9.0,fiat,500l
HYUNDAI Tucson 1.6 HEV aut.Exellence,25900,202106.0,55700,3,1,6,3.0,9.0,hyundai,tucson
Hyundai Tucson 1.6 GDI Comfort,13000,201602.0,118500,2,0,6,3.0,9.0,hyundai,tucson
AUDI Q2 - Q2 1.6 TDI Sport,18500,201704.0,140000,1,0,6,3.0,9.0,audi,q2
LANCIA Ypsilon 1.2 69CV GPL Ecochic Silver,12900,202007.0,51100,4,0,6,2.0,9.0,lancia,ypsilon
RENAULT Kadjar - dCi 8V 110CV Energy Busin U341100,18900,201808.0,60130,1,0,6,3.0,9.0,renault,kadjar
Opel Corsa 1.2 85CV 3 porte GPL-TECH -SOLO 91.000,5900,201205.0,91600,4,0,5,6.0,9.0,opel,corsa
RENAULT Clio 5ª serie - Clio TCe 90 CV 5 p U340870,16900,202104.0,16780,2,0,6,2.0,9.0,renault,clio
NISSAN Micra 3ª serie - 2016,6000,201512.0,67000,2,0,6,2.0,9.0,nissan,micra
PEUGEOT 208 PureTech 75CV Active Pack,13500,202012.0,76160,2,0,6,2.0,9.0,peugeot,208
Volkswagen Polo 1.0 TGI 5p. Comfortline SOLO 65mil,14900,202011.0,65256,5,0,6,2.0,9.0,volkswagen,polo
AUDI Q5 2ª serie - Q5 SPB 40 TDI quattro S tronic,42900,202106.0,87000,3,2,6,3.0,9.0,audi,q5
Renault Clio dCi 8V 75CV Start&Stop 5 porte Energy,9499,201704.0,78000,1,0,6,2.0,9.0,renault,clio
FIAT 500X - 500X 1.6 MultiJet 130 CV Conne U359153,17900,202106.0,43769,1,0,6,3.0,9.0,fiat,500x
FORD Kuga 3ª serie - Kuga 1.5 EcoBlue 120 CV 2WD C,19900,202206.0,97949,1,0,6,3.0,9.0,ford,kuga
Alfa Romeo Giulia GT veloce 2000,48000,197307.0,10,2,0,0,,9.0,alfa romeo,romeo giulia
VOLKSWAGEN Polo 3ª serie - 2001,1200,200111.0,300000,2,0,0,0.0,9.0,volkswagen,polo
Audi A6 allroad,5500,200711.0,278000,1,1,4,5.0,9.0,audi,a6
Audi A3 1.9 TDI,5000,200506.0,300000,1,0,4,2.0,9.0,audi,a3
Alfa romeo 147 Jtdm 8v 120cv,4000,200908.0,287000,1,0,4,2.0,9.0,alfa romeo,romeo 147
Jeep Compass full optional,18200,201910.0,90000,1,1,6,3.0,9.0,jeep,compass
BMW x5 25d M,25000,201605.0,160000,1,1,6,3.0,9.0,bmw,x5
Fiat 500L del 1971,8400,197102.0,95500,2,0,0,0.0,9.0,fiat,500l
Audi A8 3.0 V6 TDI Quattro,29000,201611.0,170000,1,1,5,2.0,9.0,audi,a8
FIAT 500X PROMO FINANZIAMENTO 1.0 T3 120 CV,16900,202306.0,16800,2,0,6,3.0,9.0,fiat,500x
Fiat Qubo 1.3mjtd 75cv,4700,201109.0,165000,1,0,5,1.0,9.0,fiat,qubo
PEUGEOT 2008 2ª serie - 2024,23000,202406.0,12000,2,1,6,3.0,9.0,peugeot,2008
LAND ROVER Discovery Sport HSE 2.2 (190cv),22000,201505.0,130500,1,1,5,3.0,9.0,land rover,rover discovery sport
VOLKSWAGEN T-Roc 1.0 TSI 115cv advanced bluemotion,16900,201911.0,104000,2,0,6,3.0,9.0,volkswagen,t-roc
Audi a6 2.0 Sline,14500,201612.0,278000,1,1,6,5.0,9.0,audi,a6
Alfa Romeo Giulia 180 AT8,22500,201612.0,126000,1,1,6,2.0,9.0,alfa romeo,romeo giulia
Auto Citroen C1,3500,201105.0,37000,2,0,5,0.0,9.0,citroen,c1
FIAT Panda 4x4 1ª serie - 1988,4000,198808.0,138823,2,0,0,3.0,9.0,fiat,panda 4x4
Maserati Ghibli V6 Diesel-PREZZO X RIVENDITORI-,24900,201704.0,143000,1,1,6,2.0,9.0,maserati,ghibli
MINI Countryman Mini Diesel Mini 2.0 Cooper D...,13930,201606.0,101250,1,1,6,3.0,9.0,mini,countryman
Peugeot 206,900,200207.0,240000,2,0,4,2.0,9.0,peugeot,206
Jeep Grand Cherokee Overland,8500,201306.0,240000,1,1,5,3.0,9.0,jeep,grand cherokee
OPEL Zafira 3ª serie - 2015,11500,201507.0,125000,5,0,4,1.0,9.0,opel,zafira
Ford Ranger 2.0 TDCi aut. DC Wildtrak 5 posti-GANC,31900,202102.0,59000,1,1,6,4.0,9.0,ford,ranger
Volkswagen Lupo 1.4 benzina per neopatentati,3800,200312.0,105000,2,0,4,0.0,9.0,volkswagen,lupo
TOYOTA Land Cruiser - 1988 - ASI esente bollo,7200,198810.0,10000,1,0,0,3.0,9.0,toyota,land cruiser
Audi A4 2016,16000,201609.0,192000,1,1,5,5.0,9.0,audi,a4
Fiat 500X 1.4 MultiAir 140 CV City Cross,12800,201803.0,68000,2,0,6,3.0,9.0,fiat,500x
AUDI A3 3ª Serie METANO,12500,201409.0,160000,5,0,6,2.0,9.0,audi,a3
Audi A1 1.2 TFSI Admired,9500,201401.0,97000,2,0,5,2.0,9.0,audi,a1
Renault Clio 1.2 75CV GPL 5 porte Live NEO P,4000,201302.0,220400,4,0,5,2.0,9.0,renault,clio
Lancia Ypsilon 1.3 Mjet,4400,200904.0,187912,1,0,4,2.0,9.0,lancia,ypsilon
SKODA Kamiq - Kamiq 1.0 TSI 110 CV DSG Style,20000,202205.0,43500,2,2,6,3.0,9.0,skoda,kamiq
BMW X5 G05 2018 Diesel xdrive25d Business auto,44930,202103.0,100353,1,1,6,3.0,9.0,bmw,x5
FORD Kuga 2ª serie - Kuga 2.0 TDCI 150 CV S& U4183,14500,201708.0,155472,1,2,6,3.0,9.0,ford,kuga
VOLKSWAGEN T-Cross - T-Cross 1.0 TSI Style BMT,22900,202312.0,1127,2,0,6,3.0,9.0,volkswagen,t-cross
VOLVO XC40 (2017-->) - XC40 T4 Recharge Plug-in Hy,21900,202106.0,168629,2,2,6,3.0,9.0,volvo,xc40
VOLKSWAGEN T-Cross - T-Cross 1.0 TSI 110 CV DSG St,22900,202312.0,24720,2,2,6,3.0,9.0,volkswagen,t-cross
VOLKSWAGEN Golf 8ª serie - Golf 1.5 eTSI 150 U4478,24900,202006.0,52312,3,1,6,2.0,9.0,volkswagen,golf
CITROEN C1 1.0 BZ 5 porte MAN. - OK NEOPATENTATI,9900,201909.0,59577,2,0,6,2.0,9.0,citroen,c1
AUDI RS4 RS4 CARBONCERAMICI CARBONIO Avant 2.9 t,50800,202011.0,98986,2,1,6,5.0,9.0,audi,rs4
Fiat punto 1.3 diesel MJT 5p 69 cv x neopatentati,2800,201001.0,140000,1,0,4,0.0,9.0,fiat,punto
OPEL Corsa 6ª serie - Corsa 1.5 D 100 CV Edition,17500,202209.0,30474,1,0,6,2.0,9.0,opel,corsa
LANCIA Ypsilon 0.9 TwinAir 85 CV 5 porte Metano,6900,201303.0,132000,5,0,5,2.0,9.0,lancia,ypsilon
PEUGEOT 2008 2ª serie - 2008 BlueHDi 110 S&S Allur,18500,202106.0,57000,1,0,6,3.0,9.0,peugeot,2008
Fiat panda 4x4 climping anno 2012 1.3 multijt,3000,201203.0,233000,1,0,2,2.0,9.0,fiat,panda 4x4
Ford Kuga 2.0 tdci + 4wd 163cv,7000,201209.0,189356,1,0,5,3.0,9.0,ford,kuga
FIAT 500L - 500L 1.4 95 CV Pop Star,9900,201606.0,89732,2,0,6,2.0,9.0,fiat,500l
FIAT 500L Living 1.6 Multijet 120 CV Business,10500,201605.0,97000,1,0,6,1.0,9.0,fiat,500l
LANCIA Delta 1.6MJT DPF PLATINO 120CV OK NEOPATE,3500,201103.0,265000,1,0,5,2.0,9.0,lancia,delta
SKODA Kamiq - Kamiq 1.0 TSI Ambition,16500,202204.0,34000,2,0,6,3.0,9.0,skoda,kamiq
Ford Fiesta 1.2 60CV 5 porte Titanium,5900,201501.0,129000,2,0,5,2.0,9.0,ford,fiesta
FIAT Tipo 1.4 5 porte Lounge,9900,201608.0,130000,2,0,6,2.0,9.0,fiat,tipo
Opel Zafira Tourer 1.6 Turbo EcoM 150CV Cosmo,7500,201509.0,133960,5,0,6,1.0,9.0,opel,zafira tourer
Volkswagen Tiguan 2.0 16V TDI DPF Track & Field (2,7300,200802.0,162085,1,0,4,5.0,9.0,volkswagen,tiguan
VOLKSWAGEN Golf 1.6 3p. Comfortline,4200,200705.0,241000,5,0,4,0.0,9.0,volkswagen,golf
Toyota C-HR 1.8 Hybrid E-CVT Trend,16800,201911.0,102300,3,1,6,3.0,9.0,toyota,c-hr
RENAULT Captur TCe 90 CV Business,16900,202109.0,50000,2,0,6,3.0,9.0,renault,captur
PEUGEOT 2008 2ª serie - 2008 PureTech 130 S&S EAT8,20500,202107.0,19755,2,1,6,3.0,9.0,peugeot,2008
Suzuki Vitara 1.9 TD,2800,200101.0,240000,1,0,2,5.0,9.0,suzuki,vitara
VOLKSWAGEN Taigo - Taigo 1.0 TSI 110 CV DSG R-Line,23500,202208.0,14000,2,1,6,3.0,9.0,volkswagen,taigo
Peugeot 308 2022,15500,202205.0,150000,1,1,6,2.0,9.0,peugeot,308
FIAT 500 1.2 Lounge,6500,200909.0,152000,2,0,4,0.0,9.0,fiat,500
Jeep Compass 1.6 Multijet II 2WD Longitude,17500,201804.0,58000,1,0,6,3.0,9.0,jeep,compass
Fiat Panda 1.2-OK NEOPATENTATI,7000,201405.0,108000,2,0,5,2.0,9.0,fiat,panda
SKODA Karoq - Karoq 2.0 TDI EVO SCR 115 CV Selecti,26900,202406.0,10600,1,0,6,3.0,9.0,skoda,karoq
Audi Q3 2.0 TDI,8500,201203.0,235000,1,0,5,3.0,9.0,audi,q3
Ford S-Max 2.0 TDCi 150CV Start&Stop Powershift Pl,11200,201612.0,232000,1,2,6,1.0,9.0,ford,s-max
Fiat 500 (2015-->) - 2016,10900,201611.0,110000,2,0,6,2.0,9.0,fiat,500
Mini Cooper SD Countryman Mini 2.0 Cooper D Countr,9700,201604.0,171000,1,0,6,5.0,9.0,mini,cooper
Audi Q5 II 2020 40 2.0 tdi mhev 12V S line qu...,40720,202107.0,68650,3,1,6,3.0,9.0,audi,q5
MINI COUNTRYMAN 1.6 Diesel,10900,201304.0,125000,1,0,6,0.0,9.0,mini,countryman
Audi A2 1400 cc diesel 75 CV 2004,3600,200404.0,249000,1,0,4,1.0,9.0,audi,a2
Renault Kadjar 1.6 DCI 4X4 130CV ENERGY INTENS,15500,201711.0,90200,1,0,6,3.0,9.0,renault,kadjar
Renault Captur TCe 100 CV GPL Techno,18900,202403.0,31000,4,0,6,5.0,9.0,renault,captur
Hyundai Tucson 1.7 CRDi XPossible,15900,201708.0,109780,1,0,6,5.0,9.0,hyundai,tucson
Audi A3 SPB 30 g-tron S tronic Sport,16700,201904.0,133754,5,1,6,2.0,9.0,audi,a3
MAZDA MX-5 2.0L 184 Skyactiv-G Sport IVA KAZARI,34490,202305.0,4000,2,0,6,4.0,9.0,mazda,mx-5
Lancia MUSA 1.4 Oro Plus Ecochic GPL,2800,201007.0,232000,4,0,4,2.0,9.0,lancia,musa
FORD Kuga 2ª serie - 2014,10200,201405.0,130200,1,0,5,3.0,9.0,ford,kuga
"Opel Astra, Benzina, GPL",4500,201211.0,180,4,0,5,,9.0,opel,astra
FORD Kuga 1ª serie - 2010,7990,201003.0,107000,1,0,4,3.0,9.0,ford,kuga
VOLKSWAGEN T-Roc - T-Roc 2.0 TDI SCR 150 CV DSG Li,28900,202312.0,24416,1,1,6,3.0,9.0,volkswagen,t-roc
Mini One D 1.5 5 porte - OK NEOPATENTATI,18800,202003.0,89000,1,0,6,2.0,9.0,mini,one
Fiat 500 (2007-2016) - 2010,5600,201003.0,125000,2,0,5,0.0,9.0,fiat,500
Volkswagen Polo 1.2 TDI DPF 5 p. Comfortline,7550,201303.0,104502,1,0,5,2.0,9.0,volkswagen,polo
ALFA ROMEO Stelvio PROMO FINANZIAMENTO 2.2 TD 19,27500,202201.0,70434,1,1,6,3.0,9.0,alfa romeo,romeo stelvio
MINI Mini Countryman U25 Mini Countryman 1.5 ...,36870,202403.0,26000,3,1,6,3.0,9.0,mini,countryman
Renault Captur TCe 12V 100 CV GPL FAP Zen,17900,202203.0,67000,4,0,6,3.0,9.0,renault,captur
ALFA ROMEO Tonale My23 Hybrid 160cv Speciale,34000,202401.0,16546,3,1,6,3.0,9.0,alfa romeo,romeo tonale
Fiat Panda Cross 0.9 TwinAir Turbo S&S 4x4,18500,201904.0,8000,2,0,6,2.0,9.0,fiat,panda cross
VOLKSWAGEN Tiguan 3ª serie - Tiguan 2.0 TDI 150 CV,45000,202406.0,24687,1,1,6,3.0,9.0,volkswagen,tiguan
Audi A3 SPB 1.6 TDI Attraction,9500,201312.0,210000,1,0,5,2.0,9.0,audi,a3
Volkswagen Golf 1.4 TGI BUSINESS - UNICO PR.,16200,201803.0,83500,5,0,6,2.0,9.0,volkswagen,golf
Jaguar xe r dynamic se,30000,202106.0,65560,1,1,6,2.0,9.0,jaguar,xe
Renault Captur II 2019 Diesel 1.5 blue dci Ze...,16660,202006.0,93575,1,0,6,3.0,9.0,renault,captur
Lancia Ypsilon 1.0 FireFly 5 porte S&S Hybrid Ecoc,16500,202305.0,4500,3,0,6,2.0,9.0,lancia,ypsilon
AUDI A5 SportBack G-TRON METANO 2.0 170CV,25900,202002.0,149519,5,1,6,,9.0,audi,a5
Fiat Panda,3500,201102.0,194451,1,0,5,0.0,9.0,fiat,panda
FIAT 500 (2015-2024) - 500 1.0 Hybrid Loun U370662,12500,202002.0,41238,3,0,6,2.0,9.0,fiat,500
Opel Mokka X Benzina X 1.4 t Advance Gpl-tech...,15310,201905.0,65000,4,0,6,3.0,9.0,opel,mokka
SUZUKI Vitara (2015) - 2020,16500,202010.0,150000,3,0,6,3.0,9.0,suzuki,vitara
BMW X5 G05 2018 Diesel xdrive30d mhev 48V Msp...,53350,202105.0,91910,3,1,6,3.0,9.0,bmw,x5
VOLKSWAGEN Tiguan 2ª serie - Tiguan 2.0 TDI 150 CV,37500,202312.0,28905,1,1,6,3.0,9.0,volkswagen,tiguan
Nissan Qashqai GPL,4200,200906.0,218000,4,0,4,3.0,9.0,nissan,qashqai
Jeep Grand Cherokee,70000,202311.0,23077,3,1,6,3.0,9.0,jeep,grand cherokee
Audi TT III 2015 Roadster Diesel Roadster 2.0...,27430,201607.0,82550,1,0,6,4.0,9.0,audi,tt
FIAT Panda 2012 Benzina 0.9 t.air t. natural ...,6440,201401.0,71000,5,0,5,2.0,9.0,fiat,panda
Maserati Grecale 2.0 mhev GT PrimaSerie 300cv...,62190,202207.0,44918,3,1,6,3.0,9.0,maserati,grecale
Hyundai Tucson 2018 Diesel 1.6 crdi Xprime Sa...,18090,202001.0,90482,1,0,6,3.0,9.0,hyundai,tucson
"Jeep Compass 1,6 S",29700,202304.0,23000,1,0,6,3.0,9.0,jeep,compass
Hyundai Tucson 1.7 diesel CRDI comfort+navi,13500,201511.0,145000,1,0,6,3.0,9.0,hyundai,tucson
ALFA ROMEO 156 2ª serie - 1999,500,199907.0,200000,1,0,3,2.0,9.0,alfa romeo,romeo 156
AUDI Q5 2ª serie - 2011,10000,201109.0,230000,1,1,5,3.0,9.0,audi,q5
Alfa Romeo Stelvio 2.2 Turbodiesel 210 CV AT8 Q4,23800,201801.0,89000,1,1,6,5.0,9.0,alfa romeo,romeo stelvio
FIAT Panda 1.2 Climbing Natural Power,4500,200909.0,185000,5,0,4,0.0,9.0,fiat,panda
KIA Sportage V 2022 1.6 tgdi hev Style auto,33090,202406.0,6750,3,1,6,3.0,9.0,kia,sportage
Nissan juke,5500,201303.0,260000,1,0,4,3.0,9.0,nissan,juke
Audi A5 (3°serie) 2.0 tdi,29000,201812.0,110000,1,0,6,,9.0,audi,a5
Opel Corsa 1.4 90CV GPL Tech 5 porte Cosmo 2016,7500,201604.0,110000,4,0,6,2.0,9.0,opel,corsa
Opel Astra 1.5 CDTI 105 CV S&S 5 porte GS Line,13800,202010.0,86850,1,0,6,2.0,9.0,opel,astra
AUDI Q3 2ª serie - 2023,38000,202301.0,49000,1,1,6,3.0,9.0,audi,q3
Alfa Romeo 159 berlina,2000,200801.0,230000,1,0,4,2.0,9.0,alfa romeo,romeo 159
Alfa Romeo Giulietta 1.6 jtdm Business 120cv,11500,201606.0,113500,1,0,6,2.0,9.0,alfa romeo,romeo giulietta
Fiat 500 1.2 Lounge Neopatentati,8500,201507.0,125000,2,0,6,2.0,9.0,fiat,500
Mini One diesel 75 CV per neopatentati,3300,200303.0,244000,1,0,3,,9.0,mini,one
LANCIA Ypsilon 3ª serie - 2015,6500,201508.0,146000,2,0,6,2.0,9.0,lancia,ypsilon
FORD Focus 3ª serie - 2016,8500,201603.0,15000,1,0,6,5.0,9.0,ford,focus
Subaru XV 2016,16000,201606.0,90000,1,0,6,3.0,9.0,subaru,xv
Fiat panda,4000,201312.0,178000,5,0,6,0.0,9.0,fiat,panda
Alfa romeo 159 - 2008,2600,200801.0,250,1,0,5,5.0,9.0,alfa romeo,romeo 159
Fiat 500 1.2 benzina neopatentati,4200,200803.0,144000,2,0,4,0.0,9.0,fiat,500
Citroen C3 Aircross C3 Aircross PureTech 110 S&S S,13750,201905.0,42500,2,0,6,3.0,9.0,citroen,c3 aircross
Renault twingo,3000,201201.0,136000,2,0,6,0.0,9.0,renault,twingo
Opel Corsa 1.2 5 porte Cosmo,5500,200904.0,90000,2,0,4,2.0,9.0,opel,corsa
Alfa Romeo Giulia,20000,201710.0,117000,1,1,6,0.0,9.0,alfa romeo,romeo giulia
Fiat Panda Metano 0.9,9500,201607.0,36000,5,0,6,0.0,9.0,fiat,panda
Daewoo Matiz,200,199907.0,285000,4,0,2,0.0,9.0,daewoo,matiz
MITSUBISHI ASX 4WD - settembre 2018,16000,201809.0,99000,1,0,6,3.0,9.0,mitsubishi,asx
Land Rover Discovery Sport 2.0 TD4 180 cv HSE R-Di,18000,201903.0,144000,1,1,6,3.0,9.0,land rover,rover discovery sport
Alfa Romeo 147 NEOPATENTATI,5000,200809.0,170,2,0,5,0.0,9.0,alfa romeo,romeo 147
AUDI A4 allroad 2ª serie - A4 allroad 45 TFSI 265,43900,202306.0,26439,2,2,6,5.0,9.0,audi,a4
Citroen C3 Aircross,15000,202204.0,18000,2,0,6,3.0,9.0,citroen,c3 aircross
Smart Fortwo Coupe,3800,200901.0,163000,2,2,4,0.0,9.0,smart,fortwo
Smart fortwo cabrio diesel 451,6500,201005.0,164000,1,1,5,4.0,9.0,smart,fortwo
FIAT 500 Benz CARPL-ANDROID -COME NUOVA- Ok Neopat,10700,201911.0,59000,2,0,6,0.0,9.0,fiat,500
Jeep Compass limited,19000,201912.0,86000,1,0,6,3.0,9.0,jeep,compass
NISSAN X-Trail 3ª serie - 2016,12000,201612.0,190000,1,0,6,3.0,9.0,nissan,x-trail
Audi A6 quattro,13000,201503.0,280000,1,1,6,5.0,9.0,audi,a6
Audi A3 SPB 40 TFSI e S tronic Business Advanced,27500,202102.0,39900,5,1,6,2.0,9.0,audi,a3
Opel Zafira Tourer 1.6 Turbo EcoM 150CV Cosmo,5700,201211.0,220000,5,0,5,1.0,9.0,opel,zafira tourer
ALFA ROMEO Stelvio PROMO FINANZIAMENTO 2.2 TD 16,24500,202102.0,36682,1,1,6,3.0,9.0,alfa romeo,romeo stelvio
Kia Venga 1.4 CVVT Cool Neopatentati,9500,201611.0,93000,2,0,6,1.0,9.0,kia,venga
LANCIA Ypsilon 3ª serie - 2012,5399,201207.0,143000,1,0,6,0.0,9.0,lancia,ypsilon
Bmw x3,17000,201112.0,190000,1,1,5,3.0,9.0,bmw,x3
Opel Grandland X 1.6 ecotec innovation s&s 120cv,16000,201803.0,118000,1,0,6,3.0,9.0,opel,grandland x
Fiat Panda,3400,200708.0,163000,5,0,2,0.0,9.0,fiat,panda
Jeep Renegade 1500 turbo e-hybrid,19900,202211.0,20607,3,1,5,3.0,9.0,jeep,renegade
FIAT 500L 2012 Benzina 1.4 Pop Star 95cv,8850,201410.0,97000,2,0,6,1.0,9.0,fiat,500l
Fiat 500 1.0 Hybrid Dolcevita,15400,202306.0,29700,3,0,6,2.0,9.0,fiat,500
Opel Zafira 1.6 16V ecoM 150CV Turbo One 7 posti,3800,201211.0,300000,5,0,5,1.0,9.0,opel,zafira
Kia Soul Diesel,8999,201601.0,127000,1,0,4,1.0,9.0,kia,soul
VOLKSWAGEN Tiguan Allspace 2.0 TDI 4MOTION 150 C,24900,201809.0,95000,1,1,6,3.0,9.0,volkswagen,tiguan
Fiat 500 f,7000,196706.0,2000,2,0,0,0.0,9.0,fiat,500
Audi A6,6500,200611.0,186000,2,0,4,2.0,9.0,audi,a6
SUZUKI SX4 - 2013 S-Cross 1.6 ddis Star View 4wd a,12500,201309.0,85000,1,0,5,3.0,9.0,suzuki,sx4
FORD Kuga 2.0 TDCI 115 CV 2WD Titanium,10400,201507.0,177000,1,0,5,3.0,9.0,ford,kuga
FIAT Panda 2ª serie - 2007,6700,200702.0,153293,1,0,4,3.0,9.0,fiat,panda
HYUNDAI Santa Fe 2.2 CRDi 4WD A/T Style,15900,201504.0,130000,1,1,5,3.0,9.0,hyundai,santa fe
Fiat 500 DOLCEVITA,11300,202110.0,83000,4,0,6,0.0,9.0,fiat,500
Opel Astra 1.6 CDTi 110CV Start&Stop Sports Tourer,9900,201905.0,143000,1,0,6,5.0,9.0,opel,astra
MINI Mini Clubman 2016 Benzina 1.5 Cooper Boost,11120,201601.0,126584,2,0,6,5.0,9.0,mini,clubman
Opel Agila Adam AG H00 AC11,1000,200506.0,136498,2,0,4,0.0,9.0,opel,agila
Volkswagen Golf 1.4 TGI 5p. Business BlueMotion,13500,201805.0,160000,5,0,6,2.0,9.0,volkswagen,golf
AUDI A6 5ª serie - A6 Avant 50 3.0 TDI quattro tip,27500,202009.0,157394,3,1,6,5.0,9.0,audi,a6
Opel Astra 1.4 Turbo 140CV Sports Tourer GPL Tech,7500,201301.0,147000,4,0,5,5.0,9.0,opel,astra
