car_name,price,mileage_km,fuel,power_kw,transmission,first_registration,seller_type,description,url
Kia XCeed 1.5 T-GDI Silber*Navi*Kamera*Tempomat*,€ 14.980,65053,Benzin,118 kW,Schaltgetriebe,12/2021,Dealer,"Bitte vor Ihrer Anreise einen Termin vereinbaren !! Anfragen unter (+49) 0351/2508910 WhatsApp (+49) 0152/08582284 wir liefern Ihr Fahrzeug bundesweit aus fragen Sie nach unseren Konditionen weitere 600 Fahrzeuge unter www.automobile-dresden.com Alle unsere Fahrzeuge sind Dekra geprüft und haben eine lückenlose Historie! Vor Auslieferung werden unsere Fahrzeuge nochmals auf Herz & Nieren geprüft Kia XCeed Sonderausstattung: 10,25'' Navigationssystem, Online-Dienste Kia Connect Lenkrad (Leder) Schalt-/Wählhebelgriff Leder Sensor Scheibenbeschlagerkennung Klimaanlage, automatisch aktiver Spurhalteassistent (LKAS, Lane Keep Assist System) Geschwindigkeits-Regelanlage (Tempomat) Frontkollisionswarnung Sitzheizung vorn Lenkrad heizbar Rückfahrkamera Parksensoren hinten Regensensor Innenrückspiegel, selbstabblendend (elektrochromatisch) Bi-LED-Scheinwerfer Nebelscheinwerfer LED Serienausstattung: 6 Lautsprecher Airbag Fahrer-/Beifahrerseite Alarmanlage Anti-Blockier-System (ABS) Audiosystem: Radio mit RDS / MP3 inkl. TFT-Display Außenspiegel elektr. verstellbar, beide Bordcomputer Bremsassistent Dachreling Dachspoiler Einschaltautomatik für Fahrlicht Elektr. Bremskraftverteilung Elektron. Stabilitäts-Programm (ESP / ESC) Berganfahr-Assistent Müdigkeitserkennungs-Sensor (Driver Attention Warning, DAW) Fensterheber elektrisch vorn + hinten Freisprecheinrichtung Bluetooth Getriebe 6-Gang Getränkehalter Heckscheibe heizbar Isofix-Aufnahmen für Kindersitz Karosserie: 5-türig Kopf-Airbag-System Kopfstützen hinten verstellbar Kopfstützen vorn verstellbar Luftausströmer im Fond mitte Mittelarmlehne hinten mit Getränkehalter Mittelarmlehne vorn Multifunktion für Lenkrad Reifendruck-Kontrollsystem Schadstoffarm nach Abgasnorm Euro 6d-TEMP Seitenairbag Servolenkung elektronisch gesteuert Sitz vorn links höhenverstellbar Steckdose (12V-Anschluß) in Mittelkonsole Stoßfänger Wagenfarbe Tagfahrlicht LED USB-Anschluss + AUX-IN-Anschluss Warnanlage für Sicherheitsgurte hinten Warnanlage für Sicherheitsgurte, Fahrer-/Beifahrerseite Wegfahrsperre Wärmeschutzverglasung Zentralverriegelung mit Fernbedienung",https://www.autoscout24.de/angebote/kia-xceed-1-5-t-gdi-silber-navi-kamera-tempomat-benzin-schwarz-a999cf5b-fa44-44a1-9364-6e6ae19129e7
"Volkswagen Polo Cross 1.4,Klima,Sitzheizung",€ 2.590,175000,Benzin,59 kW,Schaltgetriebe,06/2007,Dealer,"lückenlos Scheckheft gepflegt Zahnriemen bei 163000 km gewechselt Klimaanlage Sitzheizung vorn 4x Airbag 4x elektrische Fensterheber ABS CD Radio MP3+USB+SD Card Slot+Bluetooth Freisprecheinrichtung Servolenkung Zentralverriegelung+FB Lederlenkrad Nebelscheinwerfer Alufelgen mit Sommerreifen Stahlfelgen mit Winterreifen Rückbank/lehne umklappbar bevorzugt Händler,Gewerbetreibende und Export Unsere Öffnungszeiten finden Sie im Impressum e-mails ohne Rückrufnummer werden nicht bearbeitet 1 Anruf geht schneller als ständiges mailen, bitten um Verständnis Irrtümer,Schreibfehler,Übertragungsfehler und Vorverkauf vorbehalten",https://www.autoscout24.de/angebote/volkswagen-polo-cross-1-4-klima-sitzheizung-benzin-schwarz-52687e60-10e8-4e8f-be93-a3637a889123
Citroen Berlingo Kombi 1.6 BlueHDI Selection *PDC*AHK*,€ 11.980,92850,Diesel,73 kW,Schaltgetriebe,01/2017,Dealer,"Sehr gern unterbreiten wir ihnen auch ein Finanzierungsangebot. Inzahlungnahme und Zulassungsservice möglich. Wir freuen uns auf Ihren Anruf. Telefon: 0351 89519310 oder E-Mail: info@autohaus-hescher.de Sehr gepflegter Citroën Berlingo Kombi 1.6 BlueHDI Selection aus 2. Hand Scheckheftgepflegt Audiosystem: Radio mit CD-Player inkl. MP3-Wiedergabefunktion Einparkhilfe hinten Klimaanlage Metallic-Lackierung Sitzbezug / Polsterung: Stoff Verglasung hinten abgedunkelt Die im Internet gemachten Angaben sind unverbindliche Beschreibungen. Sie stellen keine zugesicherten Eigenschaften dar. Der Verkäufer haftet nicht für Irrtümer, Eingabefehler und Datenübermittlungsfehler / Änderungen vorbehalten. Weitere Ausstattung: Airbag Beifahrerseite, Airbag Beifahrerseite abschaltbar, Airbag Fahrerseite, Ausstellfenster hinten, Außenspiegel lackiert, Black-Paket, Connecting-Box, Einschaltautomatik für Fahrlicht, Einzelsitze hinten, Elektr. Bremskraftverteilung, Gepäckraumabdeckung / Rollo, Gurtstraffer mit Kraftbegrenzer, Heckklappe, Scheibe fest, Heckscheibe heizbar, Heckscheibenwischer, Isofix-Aufnahmen für Kindersitz an Rücksitz, Karosserie: 5-türig, Kopf-Airbag-System, Kopf-Airbag-System hinten, Lenksäule (Lenkrad) mech. höhen-/längsverstellbar, Modellpflege, Motor 1,6 Ltr. - 73 kW Blue-HDI FAP, Pyrotechnischer Gurtstraffer, Raucher-Paket, Reifen-Reparaturkit, Rücksitzbank klappbar 1/3-2/3, Schadstoffarm nach Abgasnorm Euro 6 (PSA Euro 6.1), Schiebetür links mit Ausstellfenster, Schiebetür rechts mit Ausstellfenster, SCR-System (AdBlue-Technologie), Seitenairbag vorn, Seitenschutzleisten, Sitz vorn links höhenverstellbar, Sitz vorn rechts umklappbar, Stoßfänger teilweise lackiert",https://www.autoscout24.de/angebote/citroen-berlingo-kombi-1-6-bluehdi-selection-pdc-ahk-diesel-braun-abf36a29-e02b-42fa-a271-45fae29f361d
Opel Corsa F 1.2 Turbo Edition KAM PDC SpurH,€ 12.450,15055,Benzin,74 kW,Schaltgetriebe,09/2021,Dealer,"Ihr Ansprechpartner für dieses KFZ: unser Verkaufsteam-Gebrauchtwagen, Tel: 0351-8630323 Fahrzeugnummer: M4241716 Der im Angebot enthaltene ''Big Deal '' sowie die ''5-Jahres-Garantie '' gilt für Opel-Modelle und sind ausschließlich für unsere regionalen Kunden im Raum Dresden sowie angrenzende Orte im Radius von 50 Kilometern erhältlich da es sich um eine Händler-Eigengarantie handelt. ,Geprüfte Qualität, ,Probefahrt jederzeit möglich, ,Attraktive LEASING- und Finanzierungskonditionen, ,5-Jahre Garantie, ,3x Inspektion geschenkt, Finanzierung Gern erstellen wir Ihnen ein persönliches Finanzierungsangebot vor Ort auf Sie abgestimmt. *Wir beraten Sie gern und laden Sie herzlich zu einer Probefahrt ein * ASSISTENZSYSTEME Parkhilfe(PDC) hinten Start/Stop-Automatik Spurassistent Verkehrszeichenerkennung Regensensor Tempomat Rückfahrkamera Müdigkeitswarnsystem Stabilitätsprogramm (ESP) MOTOR GETRIEBE & FAHRWERK Traktionskontrolle AUDIO & KOMMUNIKATION Bluetooth(f. Handy) Touchscreen Musikstreaming Android Auto Apple CarPlay Audiosystem MP3-fähig Bordcomputer Media Connector INTERIEUR Klimaanlage Lenkradheizung Rücksitzbank geteilt klappbar IsoFix Sitzheizung Multifunktionslenkrad Lederlenkrad Uhr&Drehzahlmesser Fahrersitz höhenverstellbar Kopfairbag Frontairbag LICHT & SICHT Tagfahrlicht RÄDER Allwetterreifen Reifendruckkontrolle TECHNIK & SICHERHEIT Zentralverriegelung mit FB Lichtsensor Servolenkung Berganfahrhilfe Wegfahrsperre EBS (Elektr. Bremssystem) EXTERIEUR Aussenspiegel el. verstellbar und beheizbar Aussenspiegel el. verstellbar metallic Seitenairbags SONSTIGE AUSSTATTUNGEN Euronorm 6 (Umweltzonen berechtigt) Scheckheftgepflegt Nichtraucher Garantie Weitere Merkmale USB ABS Zwischenverkauf Irrtümer und Änderungen sind ausdrücklich vorbehalten. Die Fahrzeugbeschreibung dient lediglich der allgemeinen Identifizierung des Fahrzeuges und stellt keine Gewährleistung im kaufrechtlichen Sinne dar. Ausschlaggebend sind einzig und allein die Vereinbarungen im Kaufvertrag oder in der Auftragsbestätigung. Den genauen Ausstattungsumfang erhalten Sie von unserem Verkaufspersonal. Bitte kontaktieren Sie uns.",https://www.autoscout24.de/angebote/opel-corsa-f-1-2-turbo-edition-kam-pdc-spurh-benzin-orange-10b28399-5401-4cb0-b9fb-a489f94d4dd7
Opel Mokka 1.2 Turbo Elegance FLA SpurW LM KAM LED,€ 13.650,65065,Benzin,74 kW,Schaltgetriebe,06/2021,Dealer,"Ihr Ansprechpartner für dieses KFZ: unser Verkaufsteam-Gebrauchtwagen, Tel: 0351-8630323 Fahrzeugnummer: MW029532 Der im Angebot enthaltene ''Big Deal '' sowie die ''5-Jahres-Garantie '' gilt für Opel-Modelle und sind ausschließlich für unsere regionalen Kunden im Raum Dresden sowie angrenzende Orte im Radius von 50 Kilometern erhältlich da es sich um eine Händler-Eigengarantie handelt. ,Geprüfte Qualität, ,Probefahrt jederzeit möglich, ,Attraktive LEASING- und Finanzierungskonditionen, ,5-Jahre Garantie, ,3x Inspektion geschenkt, Finanzierung Gern erstellen wir Ihnen ein persönliches Finanzierungsangebot vor Ort auf Sie abgestimmt. *Wir beraten Sie gern und laden Sie herzlich zu einer Probefahrt ein * ASSISTENZSYSTEME Spurwechselassistent Parkhilfe(PDC) vorne + hinten Start/Stop-Automatik Spurassistent Keyless Entry (Open&Start) Verkehrszeichenerkennung Sprachsteuerung Tempomat Rückfahrkamera Regensensor Müdigkeitswarnsystem Stabilitätsprogramm (ESP) MOTOR GETRIEBE & FAHRWERK Traktionskontrolle AUDIO & KOMMUNIKATION Navigation Bluetooth(f. Handy) Touchscreen Musikstreaming Android Auto Apple CarPlay Bordcomputer Media Connector Audiosystem MP3-fähig INTERIEUR Klimaautomatik el. Fensterheber vorne+hinten Lenkradheizung Rücksitzbank geteilt klappbar Sitzheizung Multifunktionslenkrad Ladeboden variabel Lederlenkrad Mittelarmlehne Uhr&Drehzahlmesser Fahrersitz höhenverstellbar Kopfairbag Frontairbag LICHT & SICHT LED-Scheinwerfer Nebelscheinwerfer RÄDER Allwetterreifen Leichtmetallfelgen Reifendruckkontrolle TECHNIK & SICHERHEIT Zentralverriegelung Notrufsystem Lichtsensor elektr. Parkbremse Servolenkung Berganfahrhilfe Wegfahrsperre EXTERIEUR Aussenspiegel elektr. anklappbar Privacy Verglasung Aussenspiegel el. verstellbar und beheizbar Aussenspiegel el. verstellbar beheizte Aussenspiegel metallic Seitenairbags Sonnenschutzverglasung SONSTIGE AUSSTATTUNGEN Euronorm 6 (Umweltzonen berechtigt) Scheckheftgepflegt Nichtraucher Garantie Weitere Merkmale USB ABS Zwischenverkauf Irrtümer und Änderungen sind ausdrücklich vorbehalten. Die Fahrzeugbeschreibung dient lediglich der allgemeinen Identifizierung des Fahrzeuges und stellt keine Gewährleistung im kaufrechtlichen Sinne dar. Ausschlaggebend sind einzig und allein die Vereinbarungen im Kaufvertrag oder in der Auftragsbestätigung. Den genauen Ausstattungsumfang erhalten Sie von unserem Verkaufspersonal. Bitte kontaktieren Sie uns.",https://www.autoscout24.de/angebote/opel-mokka-1-2-turbo-elegance-fla-spurw-lm-kam-led-benzin-grau-f4af7d3d-7c23-436b-82b8-afaff1cab116
"BMW 118 Lim. XENON PDC SHZ KLIMAAUTOM. ""EXPORT""",€ 3.299,124989,Benzin,105 kW,Schaltgetriebe,06/2009,Dealer,"Profitiere auch von unseren Dekra Gebrauchtwagen-Gutachten um noch mehr Transparenz und Sicherheit zu bekommen. Wir liefern Dein Wunschfahrzeug bis zu Deiner Haustür !! 2. Radsatz gg. Aufpreis Bitte Bilder beachten !!! Verkauf erfolgt an Gewerbe oder Export Weitere Ausstattung: Airbag Fahrer-/Beifahrerseite Audiosystem BMW Business CD (Radio/CD-Player) AUX-IN-Anschluss (AUX-IN) Außenspiegel elektr. verstellbar Außenspiegel Wagenfarbe Außentemperaturanzeige Blinkleuchten Weiß Bordcomputer Bremsenergierückgewinnung (Rekuperationssystem) Check-Control-System EfficientDynamics-Paket Fensterheber elektrisch hinten Heckscheibenwischer Innenausstattung: Interieurleisten Silber Isofix-Aufnahmen für Kindersitz Karosserie: 5-türig Kopf-Airbag-System hinten Kopf-Airbag-System vorn Lenksäule (Lenkrad) mechan. verstellbar Motor 2,0 Ltr. - 105 kW 16V Reifendruck-Kontrollsystem Reifenpannen-Anzeige Rücksitzbank klappbar Rücksitzlehne geteilt/klappbar Schadstoffarm nach Abgasnorm Euro 5 Schaltpunktanzeige Seitenairbag vorn Sitzausstattung: 4-Sitzer Sitzbezug / Polsterung: Stoff Elektra Sitze vorn höhenverstellbar Sitze vorn mechanisch verstellbar Start/Stop-Anlage (Funktion) Stoßfänger Wagenfarbe Verglasung grün getönt Irrtümer und Tippfehler vorbehalten",https://www.autoscout24.de/angebote/bmw-118-lim-xenon-pdc-shz-klimaautom-export-benzin-schwarz-c7e88a78-468e-4ca9-9a3c-3c9723d55a10
Hyundai iX35 2.0 CRDi 4WD *Navi*AHK*PANO*SZH*Klima*Xenon*Navi*,€ 9.900,126582,Diesel,135 kW,Automatik,02/2014,Dealer,"Auf Grund der hohen Kilometerlaufleistung und alters des Fahrzeug wird dies nur an Gewerbe oder Export verkauft!!!!!! Sonderausstattung: Mica-Lackierung / Mineraleffekt-Lackierung Weitere Ausstattung: Bi-Xenon-Scheinwerfer Volllederausstattung LED-Tagfahrlicht Anhängerkupplung Panoramadach Navigationssystem Multifunktionslenkrad Lenkradheizung Sitzheizung hinten und vorne Freisprecheinrichtung 6 Lautsprecher, Ablagetasche an Vordersitzlehnen, Airbag Beifahrerseite abschaltbar, Airbag Fahrer-/Beifahrerseite, Aktive Kopfstützen vorn, Audiosystem: Radio mit CD-Player (MP3-fähig), Außenspiegel elektr. anklappbar, Außenspiegel elektr. verstell- und heizbar, beide, Außenspiegel lackiert, Außentemperaturanzeige, LED Tagfahrlicht Blinkleuchte in Außenspiegel integriert, Bordcomputer, Bremsassistent, Dachreling, Dachspoiler, Drehzahlmesser, Elektr. Bremskraftverteilung, Fahrassistenz-System: Bergabfahr-Assistent, Fahrassistenz-System: Berganfahrhilfe, Fensterheber elektrisch vorn + hinten, Fernentriegelung Tank und/oder Heckklappe, Frontscheibe mit Wischerablagenheizung, Gepäcknetz im Koffer-/Laderaum, Gepäckraumabdeckung / Rollo, Getränkehalter vorn Gurtstraffer, Handschuhfach mit Kühlfunktion, Heckleuchten LED, Heckscheibe heizbar, Heckscheibenwischer, Heckspoiler mit integrierter Bremsleuchte, Hochtöner, Innenraumfilter: Pollenfilter, Innenspiegel mit Abblendautomatik, Rückfahrmonitor, Isofix-Aufnahmen für Kindersitz, Karosserie: 5-türig, Klimaautomatik, Komfort-Paket, Kopf-Airbag-System, Lendenwirbelstütze Sitz vorn links, verstellbar, Lenksäule (Lenkrad) höhenverstellbar, Leseleuchte, Leuchtweitenregelung, Leuchtweitenregelung automatisch, Licht-aus-Automatik, LM-Felgen 18 Zoll + Winterräder auf Alurädern Mittelarmlehne hinten mit Getränkehalter, Modellpflege, Motor 2,0 Ltr. - 137 kW CRDi KAT, Plus-Paket, Radstand 2640 mm, Reifen-Reparaturkit, Rücksitzlehne geteilt/klappbar, Schadstoffarm nach Abgasnorm Euro 5, Seitenairbag, Seitenaufprallschutz, Sicherheitsgurte vorn höhenverstellbar, Sitz vorn links höhenverstellbar, Sitzbezug / Polsterung: Leder, Sonnenblenden mit Spiegel (beleuchtet), Stoßfänger lackiert, Stoßfänger Wagenfarbe, Traktionskontrolle (TCS), Trend-Paket, Türgriffe außen Wagenfarbe, Türgriffe innen verchromt, USB-Anschluss + AUX-IN-Anschluss, Verglasung getönt Gern kann das Fahrzeug nach vorheriger Terminvereinbarung besichtigt werden. Sie erreichen uns telefonisch unter +4915734567114 oder per Mail unter info@ecxlusive-car-port-gmbh.de Schreiben Sie uns gern über WhatsApp. Für weitere Fragen steht Ihnen unser Verkaufsteam zur Verfügung! Bitte kontaktieren Sie uns, wir freuen uns auf Sie! Unsere Leistungen: Ablöse von bestehenden Fahrzeugkrediten Inzahlungnahme aller Fabrikate An- und Abmeldeservice Professionelle Fahrzeugbewertung Lieferservice Unsere Öffnungszeiten: nach Absprache Da trotz bestehender Kontrollen eine Abweichung des Fahrzeuges von oben stehender Beschreibung nicht ausgeschlossen werden kann, weisen wir darauf hin, dass die Fahrzeugbeschreibung lediglich der allgemeinen Identifizierung des Fahrzeuges dient und keine Gewährleistung im kaufrechtlichen Sinne darstellt. Ausschlaggebend sind einzig und allein die Vereinbarungen in der Auftragsbestätigung oder im Kaufvertrag. Den genauen Ausstattungsumfang erhalten sie von unserem Verkaufspersonal. Gern können Sie uns hierzu kontaktieren.",https://www.autoscout24.de/angebote/hyundai-ix35-2-0-crdi-4wd-navi-ahk-pano-szh-klima-xenon-navi-diesel-schwarz-ab019c1f-8528-409e-b0ce-88802cf5d659
Hyundai TUCSON Tucson FL 1.6 Turbo 7-DCT Trend * wenig KM * Nav,€ 16.980,57867,Benzin,130 kW,Automatik,11/2018,Dealer,"NEUZUGANG Komfort & Interieur: 2-Zonen Klimaautomatik Lederlenkrad mit Multifunktion Sprachbediensystem Bordcomputer 4x el. Fensterheber Keyless Entry & Go Tempomat el Außenspiegel anklappbar Sicht & Licht: Rückfahrkamera Fahrlichtautomatik Regensensor LED-Tagfahrlicht Einparkhilfe Multimedia & Kommunikation: DAB-Radio USB / AUX Bluetooth-Freisprecheinrichtung Lenkradfernbedienung Sicherheit & Umwelt: Airbags ABS/ESP Reifendrucksensor Wegfahrsperre Extras &Sonstiges: Isofix HU/AU bis 12.2026 17"" Leichtmetallfelgen Unsere Öffnungszeiten: Mo-Fr: 09:00 - 18:00 Uhr Sa: 10:00 -14:00 Uhr Zu diesen Zeiten ist unser Büro durchgehend besetzt. Da unsere Mitarbeiter oft Verkaufsgespräche führen, kann nicht jedes Telefonat sofort entgegengenommen werden. Unsere Leistungen: - Finanzierung (auch ohne Anzahlung) - Kreditablösung - Inzahlungnahme Ihres Gebrauchten sowie Wertausgleich www.auto-frosch-dresden.de * ständig über 200 Fahrzeuge im Angebot auf insgesamt 10.000 m2 Freifläche Die Fahrzeugbeschreibung dient lediglich der allgemeinen Identifizierung des Fahrzeuges und stellt keine Gewährleistung oder Zusicherung im kaufrechtlichen Sinne dar. Die Angaben erheben nicht den Anspruch auf Richtigkeit und Vollständigkeit. Bitte prüfen Sie die für Sie relevanten Angaben vor Kauf mit dem Verkäufer im persönlichen oder fernmündlichen Gespräch. Bei Fragen stehen unsere freundlichen Verkaufs-Mitarbeiter Ihnen gerne zur Verfügung und freuen sich auf Ihren Anruf. * Irrtümer und Zwischenverkauf vorbehalten *",https://www.autoscout24.de/angebote/hyundai-tucson-tucson-fl-1-6-turbo-7-dct-trend-wenig-km-nav-benzin-grau-33006efa-6993-468d-96ed-734c8be0b11c
Mazda 6 1.8 Exclusive Sport*109TKm*Klimaautomatik*ALU,€ 1.980,109303,Benzin,88 kW,Schaltgetriebe,09/2002,Dealer,"Gut gepflegtes Fahrzeug aus 1. Hand mit 109 TKm und einer guten Ausstattung bestehend aus: Klimaautomatik Leder-Multifunktionslenkrad Tempomat Bordcomputer Lederarmlehne Radio/CD-Spieler el. Fensterheber vorn und hinten el. Seitenspiegel Zentralverriegelung mit Funkschlüssel ABS el. Wegfahrsperre Isofix hinten 6xAirbags Original Mazda Alufelgen uvm... Fahrzeug steht auf original Mazda 16 Zoll Alufelgen. Technisch in einem guten Zustand. Optisch leider Rost vorhanden. Innenraum top gepflegt. Bordmappe mit Scheckheft vorhanden (siehe Bild) Auto wird vorzugsweise an Gewerbe/Ex-oder Import verkauft. Privatverkauf möglich jedoch ohne Gewährleistung. Wir nehmen gerne Ihr aktuelles Fahrzeug in Zahlung. Für weitere Fragen stehen wir Ihnen telefonisch, per E-Mail oder WhatsApp zur Verfügung. Mobil: +49(0)176/61275088 Alle Angaben ohne Gewähr und unter Vorbehalt.",https://www.autoscout24.de/angebote/mazda-6-1-8-exclusive-sport-109tkm-klimaautomatik-alu-benzin-blau-875d439f-c45d-4370-a036-16718ccdd407
Opel Insignia Edition/AHZV/Navi/2xParkp/NEUE Alllwetter/AGRSitze,€ 5.695,156341,Benzin,103 kW,Schaltgetriebe,11/2008,Dealer,- aus Zeitgründen können leider keine Mails beantwortet werden - - bitte Kontaktieren Sie uns bei Interesse telefonisch - - Tel: 03529-569425 Verkaufsberater: Jens Liebert - Diese Fahrzeug wird aufgrund Fahrzeugalter sowie Kilometerlaufleistung vorzugsweise an Gewerbetreibende unter Ausschluss jeglicher Garantie / Gewährleistung oder Sachmangelhaftung verkauft. ---- als Privatperson kann eine Kaufmöglichkeit erfragt werden -----,https://www.autoscout24.de/angebote/opel-insignia-edition-ahzv-navi-2xparkp-neue-alllwetter-agrsitze-benzin-silber-64812763-8ff1-4091-9313-6eb2c8db80aa
Ford Focus Turnier Business Klimaaut. Alus Sitzheizung Fronts,€ 8.990,62598,Benzin,92 kW,Schaltgetriebe,05/2015,Dealer,"Klima, Klimaautomatik, Sitzheiz. vorn, ESP, ABS, Parktronic System, Multifunktionslenkr., Radio, Bordcomputer, Tempomat, beheizte Frontscheibe, Spiegel beheizbar, elektr. Fensterheber vorn+hinten, elektr. WFS, ZV mit Fernb., Fahrerairb., Beifahrerairb., Seitenairbag vorn, Kopfairbags, Leichtmetallfelgen, Nichtraucher, Nebelscheinw., Servolenkung, Kat., Spoiler, Sitzbank teilbar, Innenraumfilter, Lenksaeule einstellbar, abklappb. Spiegel, elektr. verstellb. Spiegel, Kopfst. vorn, Kopfst. hinten, Gurtstraffer, Gepaeckraumabd., Reserverad, Mittelarmlehne, Lendenwirbelst., Sitzhoehenv., Sitzheizung Fahrer + Beif., Waermeschutzvergl., 12 V Zusatzanschluss, aus erster Hand, Schadstoffklasse: Euro 6, Frontantrieb, Lederlenkrad, Lederschaltknauf, HSN 8566, TSN BET, Verbrauch: 4,8/5,8/4,2  l/100 km (komb/inn/auß), CO2: 113 g/km, Partikelfilter, HU + AU wird vor Verkauf erneuert, Feinstaubplakette: 4 - Grün, Inzahlungnahme und Finanzierung möglich, Irrtum um Zwischenverkauf vorbehalten, Irrtum bei der Eingabe der Ausstattung vorbehalten ... Anti-Blockier-System (ABS) Außenspiegel elektr. verstell- und heizbar Außenspiegel Wagenfarbe Blinkleuchte in Außenspiegel integriert Bordcomputer Business-Paket Vorrüstung Mobiltelefon/Handy mit Bluetooth-/USBSchnittstelle, Fahrassistenz-System: Sicherheitssystem SYNC mit automatischem Notruf, Audio-Navigationssystem Ford SD (mit Ford SYNC), Bluetooth-Schnittstelle, USB-Anschluss, Ford SYNC 2 mit Navigation, Parkpilotsystem hinten Dachspoiler Wagenfarbe Elektr. Bremskraftverteilung Elektron. Stabilitäts-Programm (ESP) Energierückgewinnung (Smart Regenerative Charging) Fahrassistenz-System: Berganfahr-Assistent (Hill-Holder) Fahrassistenz-System: Notbrems-Assistent Fahrzeugschlüssel klappbar Fensterheber elektrisch vorn Fernentriegelung Heckklappe/-Deckel Gepäckraumabdeckung / Rollo Geschwindigkeits-Regelanlage (Tempomat) Geschwindigkeits-Begrenzeranlage Getriebe 6-Gang - Typ: B6 Innenraumfilter: Staub- und Pollenfilter Intelligent Protection System (IPS) Airbag Fahrer-/Beifahrerseite, Kopf-Schulter-Airbag vorn und hinten, Seitenairbag vorn, Gurtstraffer Isofix-Aufnahmen für Kindersitz Karosserie: 5-türig Klimaanlage Kopfstützen hinten verstellbar Kopfstützen vorn verstellbar Lendenwirbelstütze Sitz vorn links Lenkrad (Leder 3-Speichen) Lenksäule (Lenkrad) höhen-/längsverstellbar Leseleuchte vorn Leseleuchten im Fond Mittelkonsole mit Armlehne USB-Anschluss Modellpflege Motor 1, 0 Ltr. - 92 kW EcoBoost KAT My Key (2. Fahrzeugschlüssel programmierbar) Nebelscheinwerfer Dimmer Instrumentenbeleuchtung Reifen-Reparaturkit Reifendruck-Kontrollsystem Rußpartikelfilter Rücksitzlehne geteilt/klappbar (60:40) Schadstoffarm nach Abgasnorm Euro 6 Schalt-/Wählhebelgriff Leder Servolenkung elektrisch Sitz vorn links höhenverstellbar Sondermodell Business Sonnenblende links mit Spiegel Sonnenblende rechts mit Spiegel Stahlfelgen 6, 5x16 Start/Stop-Anlage Steckdose (12V-Anschluß) im Koffer-/Laderaum Wegfahrsperre (elektronisch) Zentralverriegelung mit Fernbedienung Zusatzheizung zuzüglich 1000, 00 Euro ( statt 1500, 00 Euro) Zahnriemenwechsel",https://www.autoscout24.de/angebote/ford-focus-turnier-business-klimaaut-alus-sitzheizung-fronts-benzin-schwarz-aa109721-a697-43f2-8ea9-54b0b849e31b
Toyota Aygo X x-play club,€ 10.490,8550,Benzin,53 kW,Schaltgetriebe,03/2020,Dealer,"* Radio: Multimedia-Audiosystem x-touch * Räder: Leichtmetallfelgen 15"""" * Reifendruck-Warnsystem * Paket: x-business * Paket: x-look * Getriebe: 5-Gang-Schaltgetriebe * Klimaanlage * Fensterheber elektrisch vorne * Geschwindigkeitsbegrenzer * Gepäckraumabdeckung * Scheinwerfer: Poly-Ellipsoid-Tech. (PES) * Tagfahrlicht - LED * Wärmeschutzverglasung, getönt * VSC mit TRC * Nebelscheinwerfer integriert * Innenraumleuchte * Berganfahrassistent * Bordcomputer * ABS mit EBD und BA * Dynamisches Bremslicht * Drehzahlmesser * Bremsleuchte, dritte * Brems-Assistent (BA) * Airbag (Kopfairbags) vorn und hinten * Airbag (Seitenairbags) vorn * Airbags: Frontairbags Fahrer / Beifahrer * Anzeige der eingelegten Gangstufe * Außenspiegel elektrisch einstel. u. beh. * Außentemperaturanzeige * Heckscheibe beheizbar * Heckscheibenwischer * Heckschürze mit schwarzem Einsatz * Lederschaltknauf * Lenkrad: Multifunktionslederlenkrad * Polster: Stoff * Reifenreparaturset * Rücksitzlehne geteilt umklappbar * Servolenkung * Sicherheitsgurte * Sitz: Fahrersitz * Sitze: ISOFIX-Kindersitzbef., hinten * Steckdose, 12V, in der Mittelkonsole * Stoßfänger in Wagenfarbe * Türgriffe in Wagenfarbe lackiert * Zentralverriegelung mit Fernbedienung * x-connect",https://www.autoscout24.de/angebote/toyota-aygo-x-x-play-club-benzin-silber-60d0ed77-c9b9-421d-8e38-b0343237552b
